ocupacion,alcaldia,c_p,colonia,giro,num_empleados
comerciante independiente,miguel hidalgo,11320,anhuac ii seccion,juegos mecanicos,1
feriera,venustiano carranza,15640,arenal puerto areo,taqueria,2
empresaria,gustavo a. madero,7110,lomas de cuautepec,tienda de abarrotes,0
comerciante,milpa alta,12940,san jos,"venta de prensa , grasa y longaniza",3
comerciante,iztapalapa,9700,santa cruz meyehualco,diseño de muebles industriales,3
docente,iztapalapa,9690,iztlahuacn,tenis de marca casual y deportivo mujer y hombre,0
comerciante,cuauhtemoc,6200,morelos,"sal�""n  de belleza",1
estilista,iztapalapa,9290,santa cruz meyehualco,telefonia e internet,2
comerciante,iztapalapa,9890,lomas estrella,tintorería y lavandería,3
independiente,alvaro obregon,1270,lomas de capula,comida,4
comerciante,cuauhtemoc,6800,obrera,estilista,1
estilista,iztapalapa,9640,xalpa,abarrotes,2
comerciante,miguel hidalgo,11300,veronica anzures,tienda de abarrotes,1
comerciante,venustiano carranza,15240,michoacana,antojitos mexicanos,3
comerciante,iztapalapa,9960,la planta,abarrotes,2
comerciante,gustavo a. madero,7089,ampliacion gabriel hernndez,varios usado,0
comerciante,coyoacan,4369,pedregal de santo domingo,puesto,2
comerciante,benito juarez,3104,del valle sur,belleza,3
empresaria,gustavo a. madero,7969,san juan de aragon ii seccion,feria,3
feriante,coyoacan,4360,copilco universidad,"internet, impresiones y regalos",1
comerciante,iztapalapa,9319,cuchilla del moral,aplicacion de uñas,0
técnica en uñas,gustavo a. madero,7510,san felipe de jesus,venta de ropa,2
comerciante de ropa,milpa alta,12700,san francisco tecoxpa,publicidad,1
dise�'ador,alvaro obregon,1480,lomas de plateros,comercio,1
comerciante fotógrafo en restaurante,iztapalapa,9660,citlalli,decoraciones para fiestas,0
comerciante,cuauhtemoc,6220,peralvillo,comida,4
comerciante,iztapalapa,9670,palmitas,paleteria,2
ama de casa,tlalpan,14427,tepeximilpa la paz,puesto,1
comerciante,venustiano carranza,15400,romero rubio,"remolque de comida, actualmente es variado",3
vendedora de comida,coyoacan,4800,los cedros,venta de comida,1
vendo comida,iztapalapa,9230,jos maria morelos y pavon,boutique,1
costura,tlahuac,13270,del mar,polleria y abarrotes,2
comerciante,azcapotzalco,2130,tierra nueva,alimentos,2
comerciante,iztapalapa,9640,xalpa,optica,2
comerciante,tlahuac,13420,selene,venta de brote,2
trabajados,gustavo a. madero,7140,forestal i,papelería,1
ing.sistemas,iztapalapa,9860,el rodeo,jarcieria,1
comerciante,cuauhtemoc,6900,nonoalco tlatelolco,venta de comida,2
comerciante,iztapalapa,9230,jos maria morelos y pavon,farmacia,1
comerciante,iztacalco,8000,gabriel ramos milln seccion bramadero,puesto de regalos,2
comerciante,magdalena contreras,10800,la cruz,comida japonesa,4
renta de mobiliario para eventos sociales,tlahuac,13200,miguel hidalgo,jarcieria y venta de articulos de limpieza,1
vendedor productos limpieza,iztapalapa,9290,santa cruz meyehualco,emprenta,2
comerciante,tlalpan,14480,la magdalena petlacalco,recuerdos,1
obrero,iztapalapa,9290,santa cruz meyehualco,miselanea,2
comerciante,iztapalapa,9060,sector popular,dulceria,2
comerciante,tlahuac,13219,ampliacion los olivos,gimnasio,4
emprendedor,benito juarez,3410,postal,venta de alimentos,1
comerciante,iztapalapa,9730,reforma politica,venta de ropa,2
comerciante,xochimilco,16080,san esteban,mecanico,3
mecanico,iztapalapa,9830,el molino,manualidades - manicurista,1
plataforma uber,xochimilco,16610,san luis tlaxialtemalco,internet,1
empleado particular,tlalpan,14230,cultura maya,lenceria,3
comerciante,cuauhtemoc,6020,centro (rea 3),venta de bolsas,1
comerciante,gustavo a. madero,7188,tlalpexco,carniceria,5
"carniceria, taqueria",gustavo a. madero,7100,san miguel,papeleria,1
comerciante,xochimilco,16038,ampliacion san marcos norte,venta de articulos para celulares,1
comerciante,gustavo a. madero,7089,ampliacion gabriel hernndez,puesto de perodicos y revistas,1
aplicados de uñas,coyoacan,4300,ajusco,papeleria,2
sastre,coyoacan,4630,adolfo ruiz cortines,equipos contra incendio,1
peque�'o comerciante,iztapalapa,9570,santa maria aztahuacn,desayunador,2
comerciante,benito juarez,3020,narvarte poniente,rosticería,1
pequeño empresario,magdalena contreras,10380,barros sierra,"dulceria, refrescos y helados",0
comerciante,venustiano carranza,15960,del parque,imprenta,2
comerciante,miguel hidalgo,11320,anhuac ii seccion,alimentos y bebidas,1
comerciante,xochimilco,16410,lomas de tonalco,tienda de abarrotes,2
comerciante de tienda de abarrotes,venustiano carranza,15900,jardin balbuena,cafe internet,1
socio,xochimilco,16450,santa maria nativitas,dulce típica mexicanos,4
auxiliar administrativo y socia,iztapalapa,9500,santa maria aztahuacn ampliacion,cafe internet,2
comerciante,tlalpan,14030,isidro fabela,carpintería,3
comerciante,iztacalco,8010,ex-ejido de la magdalena mixiuhca,alimentos,6
cocinero,iztacalco,8700,juventino rosas,cocinero,1
diseñadora de modas,gustavo a. madero,7530,campestre aragon,mecánico de aire acondicionado turístico,1
mecánico,tlalpan,14100,pedregal de san nicols 5a seccion,venta de ropa,2
comerciante,cuauhtemoc,6250,ex-hipodromo de peralvillo,comercio,1
comerciante,tlahuac,13420,selene,cremería y abarrotes,1
comerciante,gustavo a. madero,7560,ampliacion providencia,tienda de ropa,1
comerciante,alvaro obregon,1089,ermita tizapan,cocina economica,1
comerciante,iztacalco,8000,gabriel ramos milln seccion bramadero,venta de carnitas,3
comerciante,alvaro obregon,1377,jalalpa el grande,comida,1
comerciante,xochimilco,16300,san lucas xochimanca,barbacoa,2
comerciante,tlalpan,14720,belvedere ajusco,taqueria,3
comerciante,alvaro obregon,1270,lomas de capula,fonda,6
trabajadora,xochimilco,16780,cerrillos tercera seccion,comeciante,1
comerciante,tlalpan,14330,rinconada coapa 1a seccion,planchadurria y tintoreria,3
empleado,iztapalapa,9920,jos lopez portillo,optica,1
taquero,cuauhtemoc,6240,valle gomez,bisiutería,1
comerciante,iztapalapa,9700,santa cruz meyehualco,venta de oro y plata,0
estilista,alvaro obregon,1270,lomas de capula,costura,2
trabajador y emprendedor,iztapalapa,9660,citlalli,venta de medicamentos,0
vendedora en farmacia,magdalena contreras,10620,potrerillo,optica,1
optometrista,cuauhtemoc,6060,centro (rea 6),alimentos preparados,3
comerciante,gustavo a. madero,7410,villa hermosa,papeleria rafa,1
comerciante,venustiano carranza,15270,morelos,fabricacion de zapatos,7
auxiliar administrativo y socia,gustavo a. madero,7440,vasco de quiroga,tienda de auto partes,4
comerciante,iztapalapa,9830,el molino,servicio publico,1
comerciante,venustiano carranza,15220,popular rastro,articulos de temporada,2
comerciante,xochimilco,16800,san mateo xalpa,tienda de abarrotes,3
comerciante,iztapalapa,9320,sideral,eventos florales,4
comerciante,iztapalapa,9819,valle del sur,servicios musicales y renta de audio,1
empresario y estudiante,tlahuac,13360,santiago sur,tienda de ropa casual,2
comerciante,xochimilco,16800,san mateo xalpa,servicio automotriz,3
comerciante,tlahuac,13310,zapotitla,funeraria,2
funeraria,gustavo a. madero,7280,jorge negrete,costura,2
comerciante,iztapalapa,9660,citlalli,recauderia,2
podólogo,alvaro obregon,1400,preconcreto,productos nutricionales,2
comerciante,miguel hidalgo,11320,anhuac ii seccion,venta de tuperware,1
comerciante,xochimilco,16880,santa cecilia tepetlapa,fumigadora,10
comerciante,milpa alta,12200,tula,tortilleria,2
comerciante,xochimilco,16090,xaltocan,bordados katy,2
comerciante,miguel hidalgo,11820,amrica,alquiladora,5
comerciante,iztapalapa,9648,san pablo,venta de productos,2
comerciante,azcapotzalco,2710,san pedro xalpa,comerciante,1
comerciante,iztapalapa,9440,zacahuitzco,antojitos mexicanos,6
comerciante,iztapalapa,9660,citlalli,salon de belleza,1
comerciante,cuauhtemoc,6700,roma norte,tienda de abarrotes,2
comerciante,iztapalapa,9060,sector popular,venta de productos se limpieza,0
eventos y banquetes,tlalpan,14735,lomas de tepemecatl,variado vendo ropa tenis pulseras zapatos,2
comerciante,cuauhtemoc,6300,guerrero,comercializacion de carne y pollo,0
comerciante,iztapalapa,9570,santa maria aztahuacn,herbalife,1
comerciante,tlahuac,13219,ampliacion los olivos,farmacia,2
comerciante,milpa alta,12600,san jeronimo miacatln,tienda de abarrotes,2
comerciante,miguel hidalgo,11430,ventura prez de alva,venta de tacos,1
comerciante,cuauhtemoc,6020,centro (rea 3),estetica,1
comerciante,iztapalapa,9260,constitucion de 1917,estetica,2
comerciante,venustiano carranza,15640,arenal puerto areo,bisuteria y tines,2
comerciante,azcapotzalco,2600,pro-hogar,tienda de abarrotes,2
costurero,milpa alta,12100,xochitepec,reparacion de telefonía,2
comerciante,tlahuac,13310,zapotitla,"jugos, aguas y licuados",2
comerciante,magdalena contreras,10350,lomas de san bernab,diseño y fotografía,4
diseñadora y fotografá,tlahuac,13020,san jos,tienda de bebes,2
vendedora,cuauhtemoc,6400,santa maria la ribera,servicios profesionales de contabilidad,0
microempresario,xochimilco,16450,santa maria nativitas,guarderia,4
trabajo en una tortiyeria,tlahuac,13200,miguel hidalgo,ferretería,3
técnico en telefonía celular,azcapotzalco,2719,ampliacion san pedro xalpa,telefonia,3
comerciante,tlahuac,13530,la asuncion,tacos de gizado,2
tecnico mecanico,iztapalapa,9430,el triunfo,lentes,3
comercio venta de alimentos y botanas,cuauhtemoc,6800,obrera,comercio venta de alimentos y botanas,1
mecánico de motos,iztapalapa,9819,valle del sur,servicio mecanico,1
maquilero,gustavo a. madero,7900,cuchilla del tesoro,desayunos para la escuela,2
comerciante ambulante,iztacalco,8900,infonavit iztacalco,dulces y abarrotes,1
pensionado,iztapalapa,9630,san miguel teotongo seccion torres,servicio de fotografia video y ciber,2
estilista,benito juarez,3700,santa maria nonoalco,venta de refacciones y equipo de computo,1
venta de refacciones,benito juarez,3300,portales sur,fabricacion y venta de closets y vestidores,4
comerciante,magdalena contreras,10610,el toro,venta de jugos,1
comerciante,iztapalapa,9500,santa maria aztahuacn ampliacion,"costura, manufactura",3
costurero,iztapalapa,9760,consejo agrarista mexicano,papelería,1
comerciante,iztapalapa,9700,santa cruz meyehualco,fonda,2
comerciante,iztapalapa,9900,san lorenzo,tienda de ropa,1
comerciante,coyoacan,4030,san lucas,comida,3
comerciante,venustiano carranza,15740,aviacion civil,meseros,3
mesero,gustavo a. madero,7164,prados de cuautepec,taller de hojalateria y pintura de autos,3
hojalatero,coyoacan,4420,ex-ejido de san francisco culhuacn,venta de seguros y asesoría administrativa y patrimonial,0
asesor patrimonial y financiero,iztapalapa,9630,san miguel teotongo seccion torres,comerciante,2
comerciante,xochimilco,16430,xochipilli,taller de reparacion y alarmas,3
tauro,venustiano carranza,15000,general ignacio zaragoza,corseteria y boneteria,1
comerciante,coyoacan,4390,nueva diaz ordaz,tienda de abarrotes,2
comerciante,xochimilco,16450,santa maria nativitas,tienda de abarrotes,3
tendera,iztapalapa,9830,el molino,tines y boxer,1
comerciante,iztapalapa,9860,el rodeo,"serigrafia en playeras, tazas, manteles, globos",3
mecanico,gustavo a. madero,7070,martin carrera,optica y reparacion de lentes,2
ayudante general,tlahuac,13440,zacatenco,tienda de abarrotes,2
comerciante,tlalpan,14710,santo tomas ajusco,comerciante,1
vendedora independiente,tlahuac,13300,santiago norte,eventos sociales,8
comerciante,tlahuac,13219,ampliacion los olivos,productos de tocador masaje y libros,1
tienda de masaje y terapias complementarias,gustavo a. madero,7510,san felipe de jesus,taqueria,2
estilista,cuajimalpa de morelos,5000,cuajimalpa,podologia,2
podologa,gustavo a. madero,7580,ampliacion casas alemn,taller linea blanca y plomeria,2
linea blanca y plomero,gustavo a. madero,7069,triunfo de la republica,dulcería,0
dise�'o de modas,iztapalapa,9940,jardines de san lorenzo tezonco,papeleria,2
negocio propio,iztapalapa,9220,unidad ejrcito constitucionalista,abarrotes,1
comerciante,tlalpan,14250,miguel hidalgo,productos de belleza,1
comerciante,tlalpan,14220,lomas del pedregal,mantenimiento residencial,2
mantenimiento de casas,iztapalapa,9420,nueva rosita,jarciería y productos de limpieza,1
comerciante,magdalena contreras,10710,santa teresa,consultorio dental,1
dentista,iztapalapa,9410,san jos aculco,amigurumis,0
comerciante,miguel hidalgo,11470,deportivo pensil,productos de amaranto,5
comerciante,xochimilco,16090,xaltocan,taqueria,1
comerciante,tlalpan,14240,lomas hidalgo,servicios de internet e impresion,5
ing en sistemas,cuauhtemoc,6720,doctores,costuras y composturas en general,1
reciclaje,iztacalco,8900,infonavit iztacalco,accesorios para el celular,2
comerciante,iztapalapa,9200,unidad vicente guerrero,recauderia,2
comerciante,iztacalco,8700,juventino rosas,peliculas y video juegos,2
vendedora,cuauhtemoc,6010,centro (rea 2),optometria,0
"pulidor  de mármol y fabricaci�""n  mosaico",iztapalapa,9860,el rodeo,jugos y licuados,2
comerciante,gustavo a. madero,7510,san felipe de jesus,taller de mochilas y maletas,3
contador jr,venustiano carranza,15270,morelos,entretenimiento,3
comerciante,coyoacan,4250,paseos de taxque�a,farmacia con consultorio,1
comerciante,iztapalapa,9180,ermita zaragoza,estetica canina,2
estetica canina,tlalpan,14500,san miguel topilejo,semillas y chiles secos,1
comerciante,coyoacan,4600,pedregal de santa ursula,publicidad y diseño,2
comerciante,miguel hidalgo,11370,tlaxpana,venta de hotcakes,1
artista plastico,cuauhtemoc,6220,peralvillo,estética,2
estilista,venustiano carranza,15820,lorenzo boturini,estilista,1
comerciante,alvaro obregon,1419,minas cristo rey,antojitos mexicanos,2
comerciante,benito juarez,3020,narvarte poniente,venta de periodico y revistas,1
comerciante,xochimilco,16500,santa cruz acalpixca,venta y elaboracion de dulce cristalizado,1
microempresrio,xochimilco,16080,san esteban,fruteria,1
comerciante,xochimilco,16610,san luis tlaxialtemalco,venta de plantas ornamentales,0
comerciante,iztapalapa,9819,valle del sur,juguetes peluches  cosméticos y varios,0
comerciante,coyoacan,4300,ajusco,puesto de tacos,3
taquera,alvaro obregon,1540,punta de cehuaya,dulces y frituras,2
independiente,gustavo a. madero,7530,campestre aragon,merceria,1
empleado,alvaro obregon,1278,desarrollo urbano,empleado,1
costurera,azcapotzalco,2230,santa brbara,venta de ropa,1
comerciante,iztapalapa,9310,leyes de reforma 3a seccion,venta de quesadillas,1
comerciante,tlalpan,14430,tlalcoligia,purificacion de agua,7
comerciante,iztapalapa,9769,el tringulo,comerciante,1
comerciante,gustavo a. madero,7440,vasco de quiroga,venta de jugos y licuados,2
comerciante,coyoacan,4910,carmen serdn,cafeteria,1
mecánico de motos,iztapalapa,9640,xalpa,venta de perfumes,1
comerciante,iztapalapa,9709,lomas de santa cruz,panaderia y reposteria,1
comercio,milpa alta,12400,san miguel,papeleria,1
comerciante,gustavo a. madero,7969,san juan de aragon ii seccion,comerciante,1
cosmetologa esteticista,iztapalapa,9920,jos lopez portillo,tienda de complementos,2
comerciante,iztapalapa,9230,jos maria morelos y pavon,comida,1
comerciante,gustavo a. madero,7890,nueva tenochtitln,feria,1
comerciante,xochimilco,16038,ampliacion san marcos norte,venta de ensaladas,1
artesana,azcapotzalco,2980,patrimonio familiar,zapateria,1
vendedora de catalogo,iztapalapa,9640,xalpa,optica,1
taquero,xochimilco,16600,san gregorio atlapulco,tienda de abarrotes,2
comerciante,tlalpan,14400,san andrs totoltepec,puesto de plantas ornamentales,1
comerciante,gustavo a. madero,7230,zona escolar,venta de tarjetas telefonicas,1
comerciante,azcapotzalco,2960,san francisco xocotitla,nieves,2
taxista,miguel hidalgo,11800,escandon ii seccion,comercial,0
comerciante,xochimilco,16500,santa cruz acalpixca,costura y bordados,1
comerciante,tlahuac,13270,del mar,"regalos, perfumeria y bisuteria",0
comerciante,iztapalapa,9609,santiago acahualtepec 2a. ampliacion,uniformes escolares,3
taller de costura,gustavo a. madero,7810,estrella,postres y dulces,1
diseñador,magdalena contreras,10620,potrerillo,jugos y fruta,1
comerciante,xochimilco,16090,xaltocan,venta de planta,2
comerciante,gustavo a. madero,7187,vista hermosa,jlyeria y venta de ropa,0
comerciante,tlalpan,14250,miguel hidalgo,papeleria,1
comerciante,coyoacan,4630,adolfo ruiz cortines,estetica,3
comerciante,cuauhtemoc,6720,doctores,servicios en electronica,1
autoempleado,iztapalapa,9700,santa cruz meyehualco,autoempleado,1
empleado,alvaro obregon,1830,santa rosa xochiac,papeleria,1
comerciante,venustiano carranza,15600,arenal 1a seccion,vender comida,2
electromecánico,gustavo a. madero,7180,ampliacion cocoyotes,tienda de abarrotes,2
costurera,azcapotzalco,2840,obrero popular,organizacion de eventos,2
artesana,iztacalco,8020,ampliacion gabriel ramos milln,dulceria y fuente de sodas,2
medico veterinario y zootecnista,venustiano carranza,15350,ampliacion penitenciaria,impresos,1
comerciante,iztapalapa,9290,santa cruz meyehualco,jarceria,2
comerciante,coyoacan,4600,pedregal de santa ursula,tienda de abarrotes,2
comerciante,venustiano carranza,15640,arenal puerto areo,comerciante,1
comerciante,iztapalapa,9760,consejo agrarista mexicano,productos de belleza para uñas,1
